3.18217	-0.040753	-0.999172	
3.20107	-0.0596359	-0.998223	
3.21998	-0.0784975	-0.996917	
3.23888	-0.097331	-0.995255	
3.25779	-0.11613	-0.993237	
3.2767	-0.134887	-0.990864	
3.2956	-0.153596	-0.988137	
3.31451	-0.17225	-0.985056	
3.33341	-0.190843	-0.981624	
3.35232	-0.209367	-0.97784	
3.37122	-0.227816	-0.973707	
3.39013	-0.246184	-0.969226	
3.40904	-0.264464	-0.964398	
3.42794	-0.28265	-0.959226	
3.44685	-0.300734	-0.953711	
3.46575	-0.318711	-0.947855	
3.48466	-0.336574	-0.94166	
3.50357	-0.354317	-0.935129	
3.52247	-0.371933	-0.928263	
3.54138	-0.389416	-0.921065	
3.56028	-0.40676	-0.913538	
3.57919	-0.423959	-0.905685	
3.59809	-0.441006	-0.897508	
3.617	-0.457895	-0.88901	
3.63591	-0.474621	-0.880194	
3.65481	-0.491177	-0.871064	
3.67372	-0.507557	-0.861622	
3.69262	-0.523756	-0.851872	
3.71153	-0.539768	-0.841818	
3.73044	-0.555587	-0.831463	
3.74934	-0.571207	-0.82081	
3.76825	-0.586623	-0.809864	
3.78715	-0.601829	-0.798629	
3.80606	-0.61682	-0.787108	
3.82496	-0.631591	-0.775306	
3.84387	-0.646136	-0.763227	
3.86278	-0.66045	-0.750875	
3.88168	-0.674528	-0.738254	
3.90059	-0.688365	-0.72537	
3.91949	-0.701955	-0.712226	
3.9384	-0.715295	-0.698827	
3.95731	-0.728379	-0.685179	
3.97621	-0.741203	-0.671286	
3.99512	-0.753762	-0.657153	
4.01402	-0.766051	-0.642785	
4.03293	-0.778066	-0.628188	
4.05183	-0.789804	-0.613365	
4.07074	-0.801259	-0.598324	
4.08965	-0.812427	-0.583068	
4.10855	-0.823306	-0.567605	
4.12746	-0.833889	-0.551938	
4.14636	-0.844175	-0.536074	
4.16527	-0.854159	-0.520018	
4.18418	-0.863838	-0.503777	
4.20308	-0.873208	-0.487355	
4.22199	-0.882266	-0.470759	
4.24089	-0.891008	-0.453995	
4.2598	-0.899432	-0.437069	
4.2787	-0.907535	-0.419986	
4.29761	-0.915313	-0.402753	
4.31652	-0.922763	-0.385377	
4.33542	-0.929884	-0.367862	
4.35433	-0.936673	-0.350216	
4.37323	-0.943127	-0.332445	
4.39214	-0.949243	-0.314555	
4.41105	-0.95502	-0.296553	
4.42995	-0.960456	-0.278444	
4.44886	-0.965549	-0.260236	
4.46776	-0.970296	-0.241935	
4.48667	-0.974697	-0.223548	
4.50557	-0.978749	-0.20508	
4.52448	-0.982451	-0.18654	
4.54339	-0.985802	-0.167932	
4.56229	-0.988801	-0.149265	
4.5812	-0.991446	-0.130544	
4.6001	-0.993737	-0.111776	
4.61901	-0.995673	-0.092969	
4.63792	-0.997253	-0.0741284	
4.65682	-0.998476	-0.0552613	
4.67573	-0.999342	-0.0363744	
4.69463	-0.999851	-0.0174745	
4.71354	-1	0.00143166	
4.73244	-0.999797	0.0203373	
4.75135	-0.999234	0.0392356	
4.77026	-0.998314	0.05812	
4.78916	-0.997036	0.0769835	
4.80807	-0.995403	0.0958196	
4.82697	-0.993413	0.114621	
4.84588	-0.991069	0.133382	
4.86479	-0.98837	0.152095	
4.88369	-0.985318	0.170754	
4.9026	-0.981914	0.189352	
4.9215	-0.978158	0.207882	
4.94041	-0.974053	0.226338	
4.95931	-0.9696	0.244712	
4.97822	-0.9648	0.263	
4.99713	-0.959656	0.281193	
5.01603	-0.954168	0.299286	
5.03494	-0.948339	0.317272	
5.05384	-0.942171	0.335144	
5.07275	-0.935667	0.352897	
5.09166	-0.928828	0.370523	
5.11056	-0.921657	0.388017	
5.12947	-0.914156	0.405373	
5.14837	-0.906329	0.422583	
5.16728	-0.898178	0.439643	
5.18618	-0.889705	0.456545	
5.20509	-0.880915	0.473284	
5.224	-0.87181	0.489854	
5.2429	-0.862393	0.506248	
5.26181	-0.852668	0.522462	
5.28071	-0.842638	0.538489	
5.29962	-0.832307	0.554324	
5.31853	-0.821678	0.56996	
5.33743	-0.810755	0.585393	
5.35634	-0.799543	0.600616	
5.37524	-0.788045	0.615625	
5.39415	-0.776265	0.630413	
5.41305	-0.764208	0.644977	
5.43196	-0.751878	0.659309	
5.45087	-0.739279	0.673406	
5.46977	-0.726415	0.687263	
5.48868	-0.713292	0.700873	
5.50758	-0.699914	0.714234	
5.52649	-0.686286	0.727338	
5.5454	-0.672412	0.740183	
5.5643	-0.658298	0.752763	
5.58321	-0.643949	0.765075	
5.60211	-0.62937	0.777112	
5.62102	-0.614565	0.788872	
5.63992	-0.599541	0.80035	
5.65883	-0.584303	0.811542	
5.67774	-0.568855	0.822443	
5.69664	-0.553205	0.833051	
5.71555	-0.537356	0.843361	
5.73445	-0.521316	0.85337	
5.75336	-0.505089	0.863073	
5.77227	-0.488682	0.872468	
5.79117	-0.4721	0.881551	
5.81008	-0.455349	0.890319	
5.82898	-0.438435	0.898768	
